OrderID,OrderDate,CustomerID,CustomerName,Product,Category,Region,Quantity,UnitPrice,Sales,Profit
ORD00193,2024-03-28,CUST0462,Customer 462,Product 3,Clothing,Central,5,365.8,1829.0,459.84
ORD00194,2025-05-12,CUST0263,Customer 263,Product 18,Electronics,East,3,131.2,393.6,74.83
ORD00195,2024-03-11,CUST0475,Customer 475,Product 8,Electronics,North,1,477.49,477.49,105.64
ORD00196,2025-06-29,CUST0037,Customer 37,Product 12,Electronics,Central,1,339.13,339.13,75.84
ORD00197,2024-05-08,CUST0103,Customer 103,Product 11,Home & Kitchen,East,8,20.87,166.96,33.33
ORD00198,2024-05-11,CUST0129,Customer 129,Product 10,Clothing,South,6,388.44,2330.64,475.53
ORD00199,2025-11-06,CUST0362,Customer 362,Product 20,Home & Kitchen,Central,1,280.43,280.43,59.5
ORD00200,2025-05-01,CUST0468,Customer 468,Product 9,Electronics,East,9,299.08,2691.72,527.6
ORD00201,2025-07-16,CUST0145,Customer 145,Product 12,Sports,West,7,380.02,2660.14,596.04
ORD00202,2024-06-18,CUST0421,Customer 421,Product 19,Electronics,West,2,404.47,808.94,227.01
ORD00203,2024-09-28,CUST0335,Customer 335,Product 17,Home & Kitchen,West,2,181.79,363.58,79.25
ORD00204,2025-06-24,CUST0117,Customer 117,Product 8,Home & Kitchen,West,3,453.04,1359.12,230.58
ORD00205,2025-09-13,CUST0120,Customer 120,Product 17,Sports,West,6,230.95,1385.7,390.9
ORD00206,2025-03-09,CUST0175,Customer 175,Product 3,Clothing,South,7,266.57,1865.99,446.96
ORD00207,2024-08-04,CUST0220,Customer 220,Product 14,Home & Kitchen,West,4,235.08,940.32,252.4
ORD00208,2025-07-06,CUST0231,Customer 231,Product 18,Electronics,East,1,136.54,136.54,26.19
ORD00209,2025-12-07,CUST0072,Customer 72,Product 19,Home & Kitchen,East,2,314.19,628.38,106.5
ORD00210,2024-07-24,CUST0483,Customer 483,Product 1,Sports,East,3,273.26,819.78,157.42
ORD00211,2025-12-31,CUST0174,Customer 174,Product 8,Sports,West,6,351.86,2111.16,287.15
ORD00212,2024-11-15,CUST0352,Customer 352,Product 13,Clothing,East,4,179.38,717.52,200.44
ORD00213,2025-02-12,CUST0301,Customer 301,Product 1,Electronics,South,3,262.47,787.41,231.99
ORD00214,2025-11-18,CUST0079,Customer 79,Product 11,Sports,West,10,119.69,1196.9,316.41
ORD00215,2025-10-27,CUST0105,Customer 105,Product 13,Electronics,Central,2,146.51,293.02,39.68
ORD00216,2025-01-17,CUST0198,Customer 198,Product 7,Sports,North,5,278.87,1394.35,288.47
ORD00217,2025-03-24,CUST0169,Customer 169,Product 19,Sports,East,10,448.17,4481.7,563.57
ORD00218,2025-06-13,CUST0048,Customer 48,Product 6,Electronics,Central,10,348.29,3482.9,375.67
ORD00219,2025-04-07,CUST0091,Customer 91,Product 2,Sports,North,9,245.76,2211.84,525.44
ORD00220,2024-05-03,CUST0096,Customer 96,Product 7,Electronics,West,8,438.05,3504.4,995.86
ORD00221,2024-09-10,CUST0146,Customer 146,Product 7,Home & Kitchen,East,1,145.67,145.67,38.05
ORD00222,2024-08-18,CUST0338,Customer 338,Product 17,Electronics,West,1,302.67,302.67,89.97
ORD00223,2024-03-06,CUST0030,Customer 30,Product 12,Electronics,South,8,247.42,1979.36,442.69
ORD00224,2024-12-12,CUST0168,Customer 168,Product 14,Sports,South,7,270.32,1892.24,461.9
ORD00225,2024-01-22,CUST0057,Customer 57,Product 5,Sports,West,10,27.97,279.7,42.09
ORD00226,2025-08-25,CUST0381,Customer 381,Product 3,Sports,South,7,346.71,2426.97,652.58
ORD00227,2025-07-21,CUST0067,Customer 67,Product 7,Clothing,West,2,229.23,458.46,94.68
ORD00228,2024-08-23,CUST0419,Customer 419,Product 16,Home & Kitchen,Central,9,371.33,3341.97,456.03
ORD00229,2025-08-25,CUST0295,Customer 295,Product 10,Home & Kitchen,Central,7,167.82,1174.74,167.15
ORD00230,2024-08-13,CUST0367,Customer 367,Product 15,Clothing,South,10,272.31,2723.1,399.32
ORD00231,2024-01-08,CUST0004,Customer 4,Product 5,Sports,North,4,242.25,969.0,165.72
ORD00232,2024-03-13,CUST0423,Customer 423,Product 13,Home & Kitchen,Central,9,254.24,2288.16,268.59
ORD00233,2025-12-25,CUST0169,Customer 169,Product 19,Sports,West,6,297.55,1785.3,444.7
ORD00234,2025-10-08,CUST0237,Customer 237,Product 19,Electronics,North,1,286.58,286.58,50.37
ORD00235,2024-03-01,CUST0148,Customer 148,Product 15,Clothing,East,5,187.91,939.55,215.33
ORD00236,2024-08-22,CUST0201,Customer 201,Product 20,Home & Kitchen,West,2,129.73,259.46,51.8
ORD00237,2024-03-10,CUST0128,Customer 128,Product 6,Sports,West,6,306.83,1840.98,271.44
ORD00238,2024-02-02,CUST0197,Customer 197,Product 6,Electronics,West,6,120.41,722.46,125.04
ORD00239,2024-12-04,CUST0358,Customer 358,Product 2,Home & Kitchen,South,4,426.9,1707.6,200.78
ORD00240,2024-03-13,CUST0141,Customer 141,Product 18,Clothing,North,8,449.42,3595.36,417.23
ORD00241,2025-06-10,CUST0358,Customer 358,Product 7,Sports,West,3,18.94,56.82,13.6
ORD00242,2024-08-31,CUST0391,Customer 391,Product 18,Electronics,East,8,64.9,519.2,93.23
ORD00243,2024-10-12,CUST0040,Customer 40,Product 4,Clothing,West,4,12.6,50.4,14.87
ORD00244,2025-11-16,CUST0231,Customer 231,Product 6,Clothing,South,8,364.22,2913.76,769.73
ORD00245,2025-05-12,CUST0260,Customer 260,Product 2,Sports,North,2,282.81,565.62,121.23
ORD00246,2024-08-07,CUST0038,Customer 38,Product 15,Sports,East,3,420.91,1262.73,178.06
ORD00247,2025-07-06,CUST0382,Customer 382,Product 13,Home & Kitchen,West,10,168.6,1686.0,312.06
ORD00248,2024-05-15,CUST0020,Customer 20,Product 1,Clothing,North,1,370.76,370.76,76.36
ORD00249,2025-08-07,CUST0364,Customer 364,Product 5,Clothing,West,1,309.2,309.2,48.77
ORD00250,2025-08-13,CUST0249,Customer 249,Product 15,Electronics,North,5,257.99,1289.95,369.45
ORD00251,2025-04-29,CUST0281,Customer 281,Product 8,Sports,South,3,35.39,106.17,17.76
ORD00252,2024-09-05,CUST0242,Customer 242,Product 9,Home & Kitchen,South,10,278.82,2788.2,584.92
ORD00253,2025-04-29,CUST0430,Customer 430,Product 1,Electronics,South,2,167.95,335.9,88.0
ORD00254,2025-02-20,CUST0151,Customer 151,Product 4,Sports,South,1,78.02,78.02,7.84
ORD00255,2024-07-13,CUST0040,Customer 40,Product 1,Clothing,South,9,301.86,2716.74,527.9
ORD00256,2024-04-06,CUST0226,Customer 226,Product 12,Home & Kitchen,South,7,399.2,2794.4,339.07
ORD00257,2024-04-09,CUST0366,Customer 366,Product 2,Home & Kitchen,West,5,417.0,2085.0,610.92
ORD00258,2025-11-05,CUST0357,Customer 357,Product 2,Electronics,West,5,368.13,1840.65,529.5
ORD00259,2025-03-17,CUST0354,Customer 354,Product 10,Sports,North,3,42.58,127.74,31.71
ORD00260,2024-12-28,CUST0307,Customer 307,Product 1,Electronics,West,6,33.57,201.42,51.62
ORD00261,2025-03-09,CUST0393,Customer 393,Product 7,Home & Kitchen,East,9,377.75,3399.75,883.62
ORD00262,2025-02-24,CUST0466,Customer 466,Product 8,Home & Kitchen,North,3,90.49,271.47,71.37
ORD00263,2025-04-23,CUST0009,Customer 9,Product 14,Electronics,North,10,454.85,4548.5,742.49
ORD00264,2024-02-25,CUST0173,Customer 173,Product 7,Electronics,South,10,202.3,2023.0,532.7
ORD00265,2025-11-20,CUST0491,Customer 491,Product 4,Home & Kitchen,South,7,359.75,2518.25,704.94
